RPTID	OPID	NAME	ACCITY	ACCOUNTY	ACSTATE	ACZIP	MPOST	SURVY	CLASS	SHORE	OFFAREA	BNUMB	OFFST	OCS	IFED	ITYPE	RUPLN	FAT	INJ	PRPTY	OPJUD	STHH	STMN	TELRT	INPRS	MXPRS	MPEST	TEST	DTHH	IDATE	CAUSE	PRTLK	PRTFL	PRTFO	MLKD	MLKDO	PRTSY	PRTSO	PRTYR	NMDIA	THK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLO	TELRN	TELID	DOR	LOC	ADESC	DESCO	CAUCR	CAUCO	COAT	PROT	CPYR	CAULK	DMGO	NOTIF	NOTDT	MARK	MRKTP	STAT	CAULC	CAULO	CTEST	TESTD	MED	MEDO	TMPS	LKPS	PNAME	PHONE	NARRATIVE
19940142	19570	TRANSCO GAS PIPELINE CORP	MERMENTAU	ACADIA	LA	     	8.47	447+40	1	No	 	      	  	Null	No	RUPTURE	7	0	0	888205	Null	2	0	19940506	715	910	NO DATA	1075	630	19940506	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1958	12	0.28	API-5LX	42000	SEAMLESS	 	YOUNGSTOWN STEEL	1958	UNDER WATER	 	 	0	19940602			 		 		Null		OUTSIDE/THIRD PARTY	 	No		Yes	SEE REMARKS	Null		 	Null			 			B.R. LANDES	7134392722	"OIL TRANSPORT BARGE BEING PUSHED BY TUG BOAT RAN INTO THE 12"" PIPELINE ON THE EAST SIDE OF THE BAYOU. (BAYOU DE CANNES).  PART B- PERMANENT PIPELINE CROSSING MARKERS."
19940145	19160	TENNESSEE GAS PIPELINE CO	EAST CAMERON BLK.  24	 	LA	     	507A-3101+2.5	 	0	Yes	EC	24	  	Null	No	LEAK	0	0	0	52000	Null	1	25	19940527	863	1440	BY TEST	2165	800	19940527	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	16	0.38	API 5L	52000	 	 	U.S. STEEL	1972	UNDER WATER	 	 	0	19940621	INTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Null	1972	NO DATA	 	Null		Null	 	Null		 	Null			 			L.A. SALINAS	7137572408	LEAK DISCOVERED BY HELICOPTER CREW (BUBBLES AT SURFACE).
19940146	2620	COLUMBIA GULF TRANSMISSION CO	EUGENE ISLAND	 	LA	     	X-1885246.60 Y=105495.21	 	0	Yes	EI	287-D 	  	Yes	No	LEAK	0	0	0	150000	Null	0	0	19940525	1108	1250	BY TEST	2160	1130	19940525	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1971	12	0.41	APISLX	52000	SEAMLESS	 	 	0	UNDER WATER	 	 	0	19940621	INTERNALLY	OTHER	UNKNOWN	OTHER	UNKNOWN	COATED	Yes	1971	NO DATA	 	Null		Null	 	Null		 	Null			 			S.J. CHOBY	3043572349	TWO SMALL INTERNAL CORROSION PIN HOLE LEAKS (18'APART) WERE REPAIRED WITH DASPIT CLAMPS. PART 1 B). X=1885229.89 Y=105490.26
19940151	13750	NORTHERN NATURAL GAS CO (ENRON)	 	GUTHRIE	IA	     	MP 52.94	 	1	No	 	      	  	Null	No	RUPTURE	30	0	0	100000	Null	2	30	19940418	500	500	NO DATA	0	340	19940418	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1962	24	0.25	 	42000	 	 	 	0	UNDER GROUND	 	 	0	19940516	EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	0	NO DATA	 	Null		Null	 	Null		 	Null			 			JOHN W. CASKEY	7136467343	"SHORT COATED REPLACEMENT SECTION IN A BARE, DRESSER COUPLED LINE."
19940153	13120	NATURAL GAS PIPELINE CO OF AMERICA	FORD	FORD	KS	67842	"140, AM#2"	 	1	No	 	      	  	Null	No	LEAK	0	0	0	138600	Null	1	55	19940414	608	712	NO DATA	0	1400	19940414	OTHER	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1941	18	0.38	GRADE A	30000	SEAMLESS	 	NATIONAL TUBE	1941	UNDER PAVEMENT	 	 	0	19940519			 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			F. ROY FLEET	7086913786	UNDER INVESTIGATION. PIPE SECTION HAS BEEN ISOLATED BUT NOT YET REMOVED FROMITS CASING.
19940154	13120	NATURAL GAS PIPELINE CO OF AMERICA	 	 	LA	     	 	 	0	Yes	WEST CAMERON	165	LA	Yes	No	LEAK	0	0	0	400000	Null	5	0	19940412	890	1200	BY TEST	1950	1220	19940412	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	16	0.38	5LX	52000	SEAMLESS	 	UNKNOWN	1967	UNDER WATER	 	 	0	19940519	INTERNALLY	OTHER	NOT APPLICABLE	OTHER	UNKNOWN	COATED	Yes	1968	NO DATA	 	Null		Null	 	Null		 	Null			 			F. ROY FLEET	7086913786	PIPE SEGMENT ABANDONED. NO FLOW IN THE AFFECTED SEGMENT.
19940155	19160	TENNESSEE GAS PIPELINE CO	SOUTH PASS BLOCK 54	 	LA	     	527A-1301+1.3	 	0	Yes	SP	54	  	Yes	No	LEAK	0	0	0	400000	Null	0	30	19940420	974	1440	BY TEST	2160	1505	19940420	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	12.75	0.5	A.P.I. 5L	42000	 	 	U.S. STEEL	1983	UNDER WATER	 	 	0	19940517			 		 		Null		OUTSIDE/THIRD PARTY	 	No		No	0N	Null		 	Null			 			L.A. SALINAS	7137572781	"WORK BOAT DROPPED ANCHOR. LEAK DISCOVERED BY TEXACO PERSONNEL. WORK BOAT ANCHOR SNAGGED T.G.P. 12"" PIPELINE IN SOUTH PASS BLK 54."
19940158	2731	CHEVRON PIPELINE CO	LA OUTER CONT. SHELF	 	LA	     	 	 	0	Yes	WD	79	  	Yes	No	LEAK	0	0	0	69000	Null	24	0	19940619	580	780	BY TEST	2128	1200	19940619	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1970	22	0.5	API 5LX	52000	SEAMLESS	ANSI 600	US STEEL	1969	UNDER GROUND	UNDER WATER	 	0	19940722	INTERNALLY	GENERAL CORROSION	 	OTHER	BACTERIAL	COATED	Yes	1970	NO DATA	 	Null		Null	 	Null		 	Null			 			ALBERT S. BANTA	5045927516	
19940166	19160	TENNESSEE GAS PIPELINE CO	PLAQUE MINE PARISH	 	LA	     	526A-101+3.59	 	1	No	 	      	  	Null	No	RUPTURE	0	0	0	650000	Null	0	55	19940623	900	1133	NO DATA	0	1600	19940623	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	OTHER	NOT GIVEN	STEEL	 	PIPELINE	 	1956	20	0.38	API 5L	52000	 	 	 	0	UNDER WATER	 	 	0	19940726			 		 		Null		EARTH MOVEMENT: LANDSLIDE/WASHOUT	 	Null		Null	0	Null		 	Null			 			LOUIS SALINAS	7137572781	"PIPELINE RUPTURED ON 20 IN. 526A-100 LINE IN MOUTH OF GRAND BAYOU, LOUISIANA.APPROXIMATELY 200 FEET OF PIPELINE HAD BECOME EXPOSED DUE TO THE WASHOUT & ERROSION."
19940167	19590	TRANSOK INC	WETUMKA	HUGHES	OK	     	 	W 141 + 21	1	No	 	      	  	Null	No	RUPTURE	9	0	0	63500	Null	0	38	19940623	686	843	BY TEST	1206	1755	19940622	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1981	12	0.22	APL 5L 30TH ADDT	1443	HF ERW	 	US STEEL	1980	UNDER GROUND	 	 	0	19940718	INTERNALLY	LOCALIZED PITTING	GENERAL CORROSION	OTHER	CHEMICAL ACTION	COATED	Yes	1981	NO DATA	 	Null		Null	 	Null		 	Null			 			DAVID MATHIS	9185912326	"ON JUNE 22, 1994 AT 17:55 TRANSOK'S GREASY CREEK PROCESSING PLANT RECEIVED SEVERAL CALLS FROM PRIVATE CITIZENS ABOUT A LOUD NOISE IN THE STORAGE FIELD. AT THE SAME TIME TELEMETRY WAS SHOWING A RAPID PRESSURE DROP. MILTON JOHNSON (OPERATOR) NOTIFIED RICK RAMSEY (FIELD OPERATOR) AND GAS CONTROL CENTER OF THELEAK IN THE SOUTH END OF THE STORAGE FIELD. RICK RAMSEY PROCEEDED TO THE LEAK AREA FOUND THE LEAK TO BE ON THE 12"" LATERAL AND ISOLATED THE WELLS ATTACHED TO THIS LINE AND MAINLINE VALVE. SITUATION WAS UNDER CONTROL AT 18:33. THE LEAK OCCURRED IN HUGHES COUNTY SW 1/4 OF SE 1/4 SECTION 36 TOWNSHIP 8N RANGE 11E. GAS LOSS WAS FIGURED AT 20,271MCF. THE AREA OF THE LEAK IS IN A CLASS 1 LOCATION WITH THE CLOSEST OCCUPIED RESIDENCE APPROX. 400 FEET AWAY."
19940168	19570	TRANSCO GAS PIPELINE CORP	CULPEPER	CULPEPER	VA	     	1549.153	8569+22	1	No	 	      		Null	No	RUPTURE	45	0	0	250000	Null	1	30	19940630	790	800		1115	1215	19940630	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE		STEEL		PIPELINE		1950	30	0.32	API-5LX	52000	DSA	 	KAISER	1950	UNDER GROUND		246898	      	19940718	EXTERNALLY	GENERAL CORROSION		GALVANIC		COATED	Yes	1952			Null		Null	 	Null		 	Null				0	0	B.R. LANDES	7134392722	
19940176	2731	CHEVRON PIPELINE CO	LA OUTER CONTINENTAL SHEL	 	LA	     	 	 	0	Yes	W/D	79	LA	Yes	No	LEAK	0	0	0	75000	Null	24	0	19940723	580	780	BY TEST	2128	1250	19940721	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1970	22	0.5	API 5LX	52000	SEAMLESS	ANSI 600	U.S. STEEL	1960	UNDER GROUND	UNDER WATER	 	0	19940808	INTERNALLY	GENERAL CORROSION	 	OTHER	BACTERIAL	COATED	Yes	1970	NO DATA	 	Null		Null	 	Null		 	Null			 			A.S. BANTA	5045927516	
19940180	13120	NATURAL GAS PIPELINE CO OF AMERICA	 	 	LA	     	 	 	0	Yes	WC	225	  	Null	No	LEAK	0	0	0	226012	Null	2	20	19940810	956	1300	BY TEST	1950	1440	19940810	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1968	12	0.31	5LX	52000	ERW	 	 	0	UNDER WATER	 	 	0	19940913	INTERNALLY	LOCALIZED PITTING	 	OTHER	POSSIBLE BACTERIA	COATED	Yes	1968	NO DATA	 	Null		Null	 	Null	MATERIAL	 	Null		NO DATA	 	0	0	F. ROY FLEET	7086913786	PENDING INVESTIGATION. THE AFFECTED PIPE SECTION IS ISOLATED. REPAIRS ANDFURTHER INVESTIGATION ARE NOT COMPLETE. SUPPLEMENTAL REPORT 3/21/95 INDICATESTHAT XRAY CONFIRMED INTERNAL CORROSION. LOCALIZED INTERNAL PITTING SHOWN BYXRAY. INSTALLED LEAK CLAMP.
19940182	19570	TRANSCO GAS PIPELINE CORP	THERIOT	TERREBONNE	LA	     	123.31	655+29	1	No	 	      	  	Null	No	RUPTURE	115	0	0	500000	Null	1	10	19940810	840	990	NO DATA	1090	1130	19940810	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1959	20	0.31	API-5L	52000	ERW	 	YOUNGSTOWN	1959	UNDER WATER	 	 	0	19940913	INTERNALLY	LOCALIZED PITTING	 	OTHER	UNKNOWN	COATED	Yes	1959	NO DATA	 	Null		Null	 	Null		 	Null			 			B.R. LANDES	7134392001	FAILURE INITIATED IN THE LONG SEAM AS A RESULT OF INTERNAL PITTING CORROSIONON BOTH SIDES AND IN THE LONG SEAM.
19940183	2620	COLUMBIA GULF TRANSMISSION CO	GULF OF MEXICO	 	LA	     	 	"X=1399,701.6 Y=46897.60"	0	Yes	WC	479	  	Yes	No	OTHER	0	0	0	100000	Null	0	0	19940821	1050	1440	BY TEST	2160	1500	19940821	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1978	6	0.43	GR. B	35000	SEAMLESS	 	UNITED STATES STEEL	1978	UNDER WATER	 	 	0	19940906			 		 		Null		OUTSIDE/THIRD PARTY	 	No		No	0N	Null		 	Null			 			S.J. CHOBY	3043572349	"SPECULATION INDICATES THAT A 20' SEGMENT OF 6"" PIPE AND VALVE HAD BEEN SEVERED BY A SURFACE VESSEL FISHING NET OR ANCHOR IN ROUGH SEAS."
19940184	2620	COLUMBIA GULF TRANSMISSION CO	GULF OF MEXICO	 	LA	     	1.25 MILES NW OF EI 2861	LAT.20 22' LONG .91 41'	0	Yes	EI	287-D 	  	Yes	No	LEAK	0	0	0	150000	Null	0	0	19940816	1108	1250	BY TEST	2160	1400	19940816	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1971	12	0.41	API5LX	52000	SEAMLESS	 	UNKNOWN	0	UNDER WATER	 	 	0	19940909	INTERNALLY	OTHER	UNKNOWN	OTHER	UNKNOWN	COATED	Yes	1971	NO DATA	 	Null		Null	 	Null		 	Null			 			S.J. CHOBY	3043572349	"ONE SMALL INTERNAL CORROSION PIN HOLE LEAK WAS REPAIRED WITH A LEAK CLAMP. AT 7:40 AM, AUGUST 14, 1994, A BUBBLE LEAK WAS REPORTED BY A HELICOPTER TRANSPORT SERVICE DISPATCHER. WITHIN HOURS, SEVERAL PIPELINES WERE SHUT-IN. FURTHERINVESTIGATION AND EVALUATION RESULTED IN A DETERMINATION THAT THE LEAK WAS ON A COLUUMBIA GULF PIPELINE. AN ESTIMATED REPAIR COST EXCEEDING $50,000 WAS THE INCIDENT REPORT TRIGGER MECHANISM RESULTING IN THE AUGUST 16, 1994 NATIONAL RESPONSE CENTER TELEPHONE REPORT. ONE SMALL INTERNAL CORROSION PIN HOLE LEAK WAS REPAIRED WITH A PIPELINE CLAMP ON AUGUST 27, 1994. MINERAL MANAGEMENT SERVICE WAS DULY NOTIFIED AND THERE WERE NO ENVIRONMENTAL UPSETS. THE PIPELINEIS BACK IN SERVICE."
19940185	19730	TRUNKLINE GAS CO	 	 	TX	     	VALVE SECTION 318	LONG-9059.52; LAT-2905.37	0	Yes	SS	39	  	Null	No	LEAK	0	0	0	59000	Null	9	40	19940808	1000	1200	BY TEST	2160	940	19940805	OTHER	TRANSMISSION SYSTEM	FITTING	FLANGE	STEEL	 	PIPELINE	 	1983	6	0	ANSI CLASS 900	0	 	BALL VALVE	CAMERON	0	UNDER WATER	 	 	0	19940906			 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			DAVID W. SHELLHOUSE	7136276015	"LEAKING FLANGE DISCOVERED ON 6"" BALL VALVE ON 12"" FUTURES TAP OF TGC 300-1 (30"") LINE. FUTURES WAS BLOWN DOWN, 6"" VALVE REMOVED AND NEW 6"" BLIND FLANGE W/BLEEDER VALVE INSTALLED."
19940186	19610	TRANSWESTERN PIPELINE CO	BELEN	VALENCIA	NM	     	M.P.32.4/MLV 7011	 	2	No	 	      	  	Null	No	RUPTURE	2547	0	1	2200000	Null	1	30	19940820	967	1008	NO DATA	0	1450	19940820	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1960	30	0.5	API 5LX	52000	SAW	 	REPUBLIC STEEL	1959	UNDER GROUND	 	 	0	19940906			 		 		Null		EARTH MOVEMENT: SUBSIDENCE	 	Null		Null	0	Null		 	Null			 			ANTHONY R. ROCK	7136467346	DIFFERENTIAL SETTLING OF PIPELINE AND ABOVE GROUND APPURTENCES CAUSED UNDUE STRESS OF BELOW GROUND BRANCH CONNECTION LEADING TO FAILURE OF THE WELDED BRAN
19940189	13750	NORTHERN NATURAL GAS CO (ENRON)	WEST OF CLARION	WRIGHT	IA	     	51.832	 	1	No	 	      	  	Null	No	RUPTURE	5	0	0	70000	Null	3	0	19940530	485	500	NO DATA	0	320	19940530	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1931	20	0.28	API 5L	30000	ERW	 	A.O. SMITH	1931	UNDER GROUND	 	 	0	19940705	EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	BARE	No	0	NO DATA	 	Null		Null	 	Null		 	Null			 			JOHN W. CASKEY	7136467341	HOT SPOT PROTECTED WITH ANODES
19940192	898	"SAGINAW PIPELINE COMPANY, L.C."	 	CLAY	TX	     	32 M.P	 	1	No	 	      	  	Null	No	LEAK	0	0	0	0	Yes	3	30		400	750	BY TEST	1000	1400	19940801	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1920	6	0.28	 	0	 	 	 	0	UNDER GROUND	 	 	0	19940829	EXTERNALLY	LOCALIZED PITTING	 	OTHER	NOT GIVEN	BARE	No	0	NO DATA	 	Null		Null	 	Null		 	Null			 			R.M. KENNEMER	8173329209	SUSPECTED LEAK REPORTED BY AERIAL FLYOVER
19940193	898	"SAGINAW PIPELINE COMPANY, L.C."	 	CLAY	TX	     	19 M.P	 	1	No	 	      	  	Null	No	LEAK	0	0	0	0	Yes	2	30		390	750	BY TEST	1000	800	19940812	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	0	6	0.28	 	0	 	 	 	0	UNDER GROUND	 	 	0	19940829	EXTERNALLY	OTHER	NOT GIVEN	OTHER	NOT GIVEN	BARE	Yes	1994	NO DATA	 	Null		Null	 	Null		 	Null			 			R.M. KENNEMER	8173329209	AERIAL FLYOVER REPORTED SUSPECTED LEAK.
19940194	6141	GAS CO OF NEW MEXICO	ALBUQUERQUE	BERNALILLO	NM	87158	 	11+50	1	No	 	      	  	Null	No	OTHER	0	0	1	647	Null	6	0	19940926	2	500	BY CFR 192.619(a)(3)	0	900	19940925	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	FITTING	PIN-OFF	STEEL	 	PIPELINE	 	0	6	0.25	API 5LX	42000	EW	 	UNKNOWN	1960	OTHER	BELL HOLE	 	0	19941026			 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	DEFECTIVE PIN-OFF TEE	Null		NO DATA	 	0	0	JUAN JOJOLA	5058484578	"CONSTRUCTION EMPLOYEES MAKING TAP ON PIPELINE, VAPORS FROM THE PIPELINE FILLELINE WAS BEING RETIRED. ON 09/25/94 FOUTZ 7 BURSUM (CONTRACTOR WORKING FOR GCD THE BELLHOLE. WHEN WELDERS STARTED WELDING, THE VAPORS IGNITED IN FLASH FIRNM) WAS RETIRING A 16"" TRANSMISSION MAIN AT COORS BY-PASS & 7 BAR LOOP ROAD.AT APPROXIMATELY 0900 HRS. MR. LEROY MARTINEZ OF FOUTZ & BURSUM WAS HOLDING A STEEL PLATE, TO BE WELDED, OVER THE END OF THE 16"" LINE. LEAKING GAS IGNITED CAUSING A FLASH FIRE THAT BURNED MR. MARTINEZ. HE WAS HOSPITALIZED FOR 2ND.DEGREE BURNS HE SUSTAINED. THE LEAKING GAS WAS TRACED BACK TO A 2"" PIPE THATWAS CONNECTED TO THE 16"" MAIN FROM A 10"" MAIN. THE GAS CAME FROM A 2"" PIN-OFF TEE THAT WAS IN THE CLOSED POSITION BUT DID NOT GIVE A POSITIVE SHUT-OFF. THIS 2"" LINE HAS SINCE BEEN RETIRED."
19940199	20245	MID CON TEXAS PIPELINE CORP	 	CHAMBERS	TX	     	"INDEX 166,MP 15.83"	TX BLOCK 132	0	Yes	GALVESTON BAY	      	  	Null	No	LEAK	0	0	0	66500	Null	3	25	19940829	670	1065	NO DATA	0	1635	19940829	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1959	10	0.25	5LX	42000	SEAMLESS	 	NATIONAL	1959	UNDER WATER	 	 	0	19940929			 		 		Null		OUTSIDE/THIRD PARTY	 	No		No	IN GALVESTON BAY	No		 	Null			 			F.ROY FLEET	7086913786	A BARGE SET A STABILIZING LEG ON THE PIPELINE.
19940200	13061	NATIONAL FUEL GAS DISTRIBUTION CORP	450 EAST OF NYS RTE.16	ERIE	NY	     	1.5	79+43	2	No	 	      	NY	Null	No	RUPTURE	0	0	0	111135	Yes	0	50	19940907	897	915	BY CFR 192.619(a)(3)	0	1636	19940907	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1953	16	0.38	 	35000	SEAMLESS	 	UNKNOWN	1953	UNDER GROUND	 	 	0	19941006	EXTERNALLY	GENERAL CORROSION	 	OTHER	INADEQUATE CONTACT W/ SOI	BARE	Yes	1972	NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes	19531112	WATER	0	14	0	DAVID M. BIMBER	7166493121	"ON 09/07/1994, AT 4:36 P.M., LINE C-46 RUPTURED AND IGNITED. LINE IS STORAGELINE FOR COLDEN STORAGE. STORAGE WAS ON INJECTION AT 897 PSIG. NATIONAL FUELNOTIFIED AT 4:40 P.M. RESPONDED, SHUTTING VALVE TZ56,CLOSING LINE DOWN. FIREOUT AT 5:18 P.M. ALL SECTIONS OF LINE INVOLVED ARE TO BE SHIPPED TO BATTELLELABS FOR ANALYSIS. DAMAGE TO 3.5 ACRES OF FOREST. NO INJURIES TO PERSONS.LINE RUPTURED, IGNITED. SUPPLEMENTAL REPORT 1/10/95 INDICATES CHANGES TOPROPERTY DAMAGE: TOTAL OF $111,135.00, WITH GAS LOST AMOUNT = $44,460, PROPERTYDAMAGE = $10,066 AND REPLACEMENT COST $56,429. ALSO NARRATIVE CHANGES INCLUDE:LINE INSTALLED 1953. BARE, 16"", GR. B SEAMLESS .375 WALL PIPE. LAID ON SHALEAT THIS SITE. CORROSION HAD REDUCED THE WALL AT THE RUPTURE SITE AND FAILUREAND FIRE OCCURRED."
19940201	15105	PANHANDLE EASTERN PIPELINE CO	"RURAL, 2MILES SW WAVERLY"	MORGAN	IL	62692	 	6 +83	1	No	 	      	IL	Null	Null	OTHER	0	0	0	47300	Yes	1	20	19940903	830	852	BY TEST	1190	440	19940903	CORROSION	TRANSMISSION SYSTEM	WELD	LONGITUDINAL	STEEL	 	PIPELINE	 	1965	16	0.25	API - 5LX	52000	FRW	 	BETHLEHEM	1965	UNDER GROUND	 	 	0	19941004	INTERNALLY	LOCALIZED PITTING	 	OTHER	INVESTIGATION UNDERWAY	COATED	Yes	1965	NO DATA	 	Null		Null	 	Null		 	Null			 			JOHN C. KELLY	7136275600	FAILURE OCCURRED DUE TO LOCALIZED INTERNAL CORROSION. AN INVESTIGATION IS CURRENTLY UNDERWAY.
19940202	11680	LONE STAR GAS CO	THROCKMORTON	THROCKMORTON	TX	     	MM12	612+04	1	No	 	      	  	Null	No	LEAK	0	0	1	0	Null	0	10	19940826	455	500	NO DATA	0	1655	19940826	DAMAGE BY OUTSIDE FORCE	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1967	3	156	GRADE A	30000	LAP WELD	 	UNK	0	OTHER	ON TOP OF GROUND	 	0	19941003			 		 		Null		OPERATOR ACTION	 	Yes	19940808	Yes	WOOD STAKES	No		 	Null			 			MARVIN IMBODEN	2146702779	LONE STAR CREW WAS BACKFILLING A PIPELINE. THE TRACK OF A CATAPILLAR HIT THIS PIPELINE AND PUNCHED A HOLE IN IT. GAS IGNITED BURNING THE OPERATOR AND CATAPILLAR.
19940203	19160	TENNESSEE GAS PIPELINE CO	EAST CAMERON BLK. 24	 	LA	     	507A-3101+2.5	 	0	Yes	EC	24	  	Null	No	LEAK	0	0	0	200000	Null	1	0	19940904	910	1440	BY TEST	2165	821	19940904	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1972	16	0.38	API 5L	52000	 	 	U.S. STEEL	1972	UNDER WATER	 	 	0	19940930	INTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1972	NO DATA	 	Null		Null	 	Null		 	Null			 			L.A. SALINAS	7137572781	"DURING PIGGING OPERATIONS, LEAK DISCOVERED BY SONAT CREW (BUBBLES AT SURFACE)"
19940205	13750	NORTHERN NATURAL GAS CO (ENRON)	ST. LOUIS	 	MN	     	MP 29.5	 	1	No	 	      	  	Null	No	RUPTURE	50	0	0	0	Yes	1	44	19940827	813	832	NO DATA	0	2115	19940827	CONSTRUCTION/MATERIAL DEFECT	TRANSMISSION SYSTEM	WELD	LONGITUDINAL	STEEL	 	PIPELINE	 	1961	16	0.22	API 5LX	52000	ERW	 	REPUBLIC	1961	UNDER GROUND	 	 	0	19940928			 		 		Null		NO DATA	 	Null		Null	 	Null	MATERIAL	 	Yes		WATER	 	8	1250	JOHN W. CASKEY	7136467343	LONGITUDINAL SEAM FAILURE
19940207	19730	TRUNKLINE GAS CO	JOHNSONVILLE	WAYNE	IL	62850	GC 112	 	1	No	 	      	  	Null	No	OTHER	0	0	0	123000	Null	0	40	19940922	826	900	NO DATA	0	205	19940922	OTHER	TRANSMISSION SYSTEM	OTHER	ESD SYSTEM	STEEL	 	COMPRESSOR STATION	 	1956	0	0	 	0	 	 	 	0	ABOVE GROUND	 	 	0	19941018			 		 		Null		NO DATA	 	Null		Null	 	Null		 	Null			 			ROBERT AL MOODY	7136275716	MALFUNCTION OF COMPRESSOR STATION EMERGENCY SHUT DOWN SYSTEM OPENNED BLOW-OFFS WITHOUT ISOLATING THE STATION YARD PIPING.
19940210	2616	COLUMBIA GAS TRANSMISSION CORP	GLADY	RANDOLPH	WV	26268	 	5442+17	1	No	 	      	  	Null	No	RUPTURE	40	0	0	50000	Null	1	15	19941023	792	809	BY TEST	1110	145	19941023	CORROSION	TRANSMISSION SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1949	26	0.28	API 5L	52000	FLASH WELD	 	A.O. SMITH	1949	UNDER GROUND	 	 	0	19941128	EXTERNALLY	LOCALIZED PITTING	 	GALVANIC	 	COATED	Yes	1956	OUTSIDE/THIRD PARTY	 	No		Yes	LINE MARKERS	Yes		 	Null			 			S.J. CHOBY	3043572349	THE RUPTURE OCCURRED AT A CORRODED AREA ON THE PIPE WHERE CATHODIC PROTECTIONCURRENT APPEARS TO HAVE BEEN SHIELDED BY A LARGE ROCK. THE FRACTURE MECHANISM EVALUATION IS NOT YET AVAILABLE FROM COLUMBIA'S METALLURGICAL CONSULTANT.
19940216	21031	VALERO TRANSMISSION CO	 	MATAGORDA	TX	77457	 	 	0	Yes	 	519	TX	Null	No	LEAK	0	0	0	40000	Null	3	0	19940909	850	1315	NO DATA	0	1000	19940907	CORROSION	GATHERING SYSTEM	BODY OF PIPE	 	STEEL	 	PIPELINE	 	1966	16	0.28	API 5LX52	52000	 	 	 	0	ABOVE GROUND	 	 	0	19941031	EXTERNALLY	LOCALIZED PITTING	 	OTHER	NOT GIVEN	COATED	Yes	1966	NO DATA	 	Null		Null	 	Null		 	Null			 			DUANE KETTERMAN	7139512191	"FIELD PERSONNAL HAD BEEN OUT 3 DAYS PRIOR TO 09/07/94. THERE WAS NO LEAK AT THAT TIME. WHEN THEY WERE OUT AGAIN ON 09/07/94, A PINHOLE LEAK, PROBABLY DUETO EXTERNAL CORROSION, WAS FOUND ON THE 3"" RISER OFF THE 16"" PORTION OF LINE#27. THE LEAK WAS REPAIRED ON 09/11/94."
