RPTID	YR	NAME	OPID	STADD	CITY	COUNT	ST	ZIP	HSTAD	HCITY	HCNTY	HST	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19980743	1998	LAWRENCEBURG GAS CO	11288	139 EAST FOURTH ST	CINCINNATI	HAMILTON	OH	45202	230 WEST HIGH ST	LAWRENCEBURG	DEARBORN	IN	47025	IN	19	0	0	105	26	1	0	0	0	0	151	263	0	0	1857	3572	0	0	27	274	0	5993	0	42	51	31	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	16	8	2	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	60	33	0	0	151	65	0	1659	443	15	3	0	2120	0	0	0	0	0	0	0	0	16	11	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3408	157	6	1	0	3572	0	0	0	0	0	0	0	274	0	0	0	0	0	274	0	0	0	0	0	0	0	274	5083	611	21	4	0	5993	10	9	4	28	2	21	0	0	1	7	0	4	20	0	2.5		SUSAN M GILB	5132872752	6/4/1999		
19980744	1998	KOKOMO GAS & FUEL CO	10320	900 EAST BLVD	KOKOMO	HOWARD	IN	46902						IN	7	153	0	377	218	5	0	0	0	0	760	2033	7532	0	13896	10874	0	0	0	0	0	34335	0	158	204	119	54	2	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	5	0	0	0	0	0	0	0	0	122	96	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	302	121	54	2	760	94	0	15225	8076	135	24	1	23461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9580	1268	26	0	0	10874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24805	9344	161	24	1	34335	10	19	5	52	0	2	7	2	7	10	1	11	1	0	0.17		EDWARD L BROWN	3174594101	6/4/1999		
19980745	1998	JASPER MUNICIPAL UTILITIES	9140	2350 TERRY LANE (P.O. BOX 750)	JASPER	DUBOIS	IN	47546						IN	0	0	0	82	2	0	0	0	0	0	84	0	0	0	3648	35	0	0	0	0	0	3683	0	43	35	4	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	36	4	0	0	84	90	0	3410	215	23	0	0	3648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3443	217	23	0	0	3683	0	0	0	0	0	0	0	0	0	0	6	6	61	0	0.3		ERNEST HINKLE	8124825252	6/4/1999		
19980746	1998	JASONVILLE GAS UTILITY	9120	304 W MAIN ST	JASONVILLE		IN	47438						IN	0	0	0	2	19	0	0	0	0	0	21	0	462	0	343	390	0	0	0	0	0	1195	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	2	0	0	21	60	0	795	7	3	0	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	2	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	9	3	0	0	1195	0	0	0	1	0	0	0	4	0	0	0	3	0	0	5		C LINDSAY ENLOE	6186561235	6/4/1999		
19980748	1998	SWITZERLAND COUNTY NATURAL GAS CO	18780	309 FERRY ST. P.O. BOX 47	VEVAY	SWITZERLAND	IN	47043						IN	0	0	0	20	0	0	0	0	0	0	20	0	0	0	369	316	0	0	0	0	0	685	0	8	12	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	20	100	0	366	3	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	1	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	4	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		MARSHA CHASE	8124273332	6/4/1999		
19980749	1998	SOUTHEAST INDIANA NATURAL GAS CO	18464	"106 EAST MAIN ST., P.O. BOX 1007"	MORRISTOWN	SHELBY	IN	46161						IN	0	0	0	34	34	0	0	0	0	0	68	0	0	0	399	1599	0	0	0	0	0	1998	0	16	18	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	22	0	0	0	68	110	0	396	3	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	1	0	0	0	222	0	1365	12	0	0	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1982	16	0	0	0	1998	1	1	5	12	5	12	0	1	0	0	0	45	0	0	-1		DALLAS J DUKES	7657636393	6/4/1999		
19980750	1998	SNOW & OGDEN GAS CO INC	18372	5363 W STATE RD 38	NEW CASTLE	HENRY	IN	47362						IN	1	0	0	0	0	1	0	0	0	0	2	22	0	0	0	4	0	0	0	0	0	26	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	100	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DONALD E MILLER	7655336330	6/4/1999		
19980751	1998	ROACHDALE GAS DEPARTMENT	17520	205 NORTH INDIANA ST	ROACHDALE	PUTNAM	IN	46172						IN	0	0	0	11	2	0	0	0	0	0	13	0	0	0	0	64	0	0	383	0	0	447	0	5	1	5	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	0	0	13	45	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	379	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	3	1	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7		TEDDY KNOWLING	3175221532	6/4/1999	8/18/1999	
19980752	1998	"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF"	17230	CITY HALL 122 S VAN RENSSELAER ST	RENSSELAER	JASPER	IN	47978	813 E WALNUT ST	RENSSELAER		IN	47978	IN	0	0	0	40	15	0	0	0	0	0	55	0	0	0	2385	240	0	0	0	0	0	2625	0	20	10	10	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	10	0	0	55	88	0	2364	20	1	0	0	2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	6	1	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2597	26	2	0	0	2625	6	39	0	1	0	0	0	0	0	0	0	1	0	0	4		JANET HOLT	2198662302	6/4/1999		
19980753	1998	POSEYVILLE MUNICIPLE GAS CO	15798	20 S. CALE ST P.O. BOX 194	POSEYVILLE	POSEY	IN	47633						IN	0	0	0	9	0	0	0	0	0	0	9	0	0	0	468	0	0	0	0	0	0	468	0	4	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	9	75	0	459	9	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	9	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		LARRY D. THOMPSON - MGR.	8128742245	6/4/1999		
19980754	1998	"PITTSBORO GAS CO, TOWN OF"	15616	"80 N MERIDIAN, PO BOX 185"	PITTSBORO	HENDRICKS	IN	46167						IN	0	0	2	2	8	0	0	0	0	0	12	92	0	0	64	389	0	0	0	0	0	545	0	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	12	75	0	0	156	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	156	0	0	0	545	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0		SHIRLEY RIDDLE	3178923326	6/4/1999		
19980755	1998	PEOPLES GAS & POWER CO INC	15322	107 S. E. THIRD STREET	WASHINGTON	DAVIESS	IN	47501						IN	0	0	0	72	75	0	0	0	0	0	147	0	0	0	623	2790	0	0	0	0	0	3413	0	43	22	7	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	13	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	35	7	0	0	147	119	0	598	25	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2746	42	2	0	0	2790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3344	67	2	0	0	3413	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0.08		ANN M. RIKER	8122545087	6/4/1999		
19980756	1998	OSGOOD GAS UTILITY	14400	147 WEST RIPLEY	OSGOOD	RIPLEY	IN	47037						IN	0	0	0	37	7	0	0	0	0	0	44	0	0	0	628	108	0	0	0	0	0	736	0	26	11	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	11	0	0	0	44	100	0	628	0	0	0	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	736	0	0	0	0	0	0	0	2	0	0	0	0	2	0	7.3		DAVID WILKENING	8126894240	6/4/1999		
19980757	1998	NORTHERN INDIANA PUBLIC SERVICE CO	13730	801 E 86TH AVENUE	MERRILLVILLE	LAKE	IN	46410	5265 HOHMAN AVENUE	HAMMOND	LAKE	IN	46320	IN	126	1	0	7098	5634	49	0	0	0	0	12908	0	0	0	222451	431752	0	0	0	0	0	654203	0	2921	2376	1533	339	56	7225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	11	23	0	49	0	0	0	0	0	0	0	0	4034	1467	133	0	0	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6956	3857	1677	362	56	12908	70	0	181928	39156	1205	162	0	222451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361535	68917	1273	27	0	431752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543463	108073	2478	189	0	654203	81	521	446	2298	93	2020	104	2203	30	913	89	883	152	0	0.52		DON J TOKOLY	2196474770	6/4/1999		
19980758	1998	NORTHERN INDIANA FUEL & LIGHT CO INC	13720	220 EAST SEVENTH ST	AUBURN	DE KALB	IN	46706						IN	0	0	0	537	298	0	0	0	0	0	835	0	0	72	15296	19386	0	0	0	0	0	34754	0	218	106	145	68	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	85	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	191	145	68	0	835	124	0	14852	480	33	3	0	15368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18825	529	32	0	0	19386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33677	1009	65	3	0	34754	4	1	31	181	1	1	1	1	0	0	0	746	88	0	0.19		BRENT A. MILLER	2199252700	6/4/1999		
19980759	1998	"COLUMBUS, CITY OF"	2632	605 SPRING ST	COLUMBUS	COLORADO	TX	78934						TX	0	0	1	4	32	0	0	0	0	0	37	230	0	0	15	1113	0	0	0	0	0	1358	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	18	13	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	16	0	0	0	37	50	0	245	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	35	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	35	0	0	0	1358	0	14	0	7	0	0	0	0	0	0	0	0	22	0	3.65		LAWRENCE DUNGEN	4097322366	6/4/1999		
19980760	1998	"PINELAND GAS DEPT, CITY OF"	15581	P.O. BOX 6	PINELAND	SABINE	TX	75968						TX	0	0	0	0	11	0	0	0	0	0	11	0	0	0	180	167	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	7	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	20	0	0	180	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	347	0	0	0	1	0	2	0	6	2	3	0	0	2	0	2.69		CHARLES C. CORLEY III - UTILITY SUPT	4095842390	6/4/1999		
19980761	1998	COLONIAL GAS CO - LOWELL DIV	11856	775 DUTTON STREET	LOWELL	MIDDLESEX	MA	1854	40 MARKET STREET	LOWELL		MA	1853	MA	3	269	0	431	396	143	0	0	0	0	1242	6149	16102	0	17322	22797	0	0	0	0	0	62370	0	285	243	160	14	1	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	59	16	4	143	0	0	0	0	0	0	0	0	256	114	24	2	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	421	243	32	5	1242	101	0	21761	17651	152	9	0	39573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19064	3667	64	2	0	22797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40825	21318	216	11	0	62370	192	115	19	147	0	1	1	8	1	12	197	72	15	0	4.2		THOMAS J FINNERAL	9783223662	6/4/1999		
19980762	1998	COLONIAL GAS CO - LOWELL DIV	11856	127 WHITES PATH	SOUTH YARMOUTH	BARNSTABLE	MA	2664	P.O. BOX 3064	LOWELL		MA	1853	MA	217	243	48	420	956	0	0	0	0	0	1884	4902	9282	449	20232	43018	0	0	0	0	0	77883	0	678	146	62	42	0	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	143	80	0	0	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	290	142	42	0	1885	92	0	34624	239	2	0	0	34865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42342	666	9	1	0	43018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76966	905	11	1	0	77883	272	69	37	127	2	1	4	6	1	2	18	64	71	38	3.8		THOMAS J FINNERAL	9783223662	6/4/1999		
19980763	1998	BROOKLYN UNION GAS CO	1800	445 BROADHOLLOW ROAD	MELVILLE	SUFFOLK	NY	11747	175 EAST OLD COUNTRY ROAD	HICKSVILLE	NASSAU	NY	11801	NY	2900	815	240	840	1275	421	0	0	0	0	6491	146075	37461	12980	22263	195994	0	0	5998	0	0	420771	0	2366	1475	812	104	38	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	313	22	10	421	0	0	0	0	0	0	0	0	833	266	176	0	0	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3199	1817	1301	126	48	6491	65	0	138129	79650	967	33	0	218779	0	0	0	0	0	0	0	0	5998	0	0	0	0	5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163754	31616	583	41	0	195994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307881	111266	1550	74	0	420771	1657	1914	144	537	471	156	51	79	169	357	896	3683	250	0	0.17		SADAT U KHAN	5163916187	6/4/1999		
19980764	1998	BLUEFIELD GAS CO	1560	4699 EAST CUMBERLAND ROAD	BLUEFIELD	MERCER	WV	24701						WV	30	3	0	22	27	16	0	0	0	0	98	1542	1138	0	663	1778	0	0	0	0	0	5121	0	9	15	27	4	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	1	0	16	0	0	0	0	0	0	0	0	12	10	5	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	37	35	5	0	98	38	1925	528	877	13	0	0	3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	844	30	0	0	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	1432	1721	43	0	0	5121	53	22	11	26	0	0	0	0	0	0	14	85	449	0	4.4		MARK NEAL	3043277161	6/4/1999		
19980765	1998	COMMONWEALTH PUBLIC SERVICE CORP	2672	4699 EAST CUMBERLAND ROAD	BLUEFIELD	MERCER	WV	24701						VA	5	1	0	5	21	0	0	0	0	0	32	3	0	0	420	672	0	0	0	0	0	1095	0	3	6	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	2	0	0	31	39	0	347	76	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	48	2	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	124	2	0	0	1095	25	1	2	4	0	0	0	0	0	0	1	12	64	0	4.4		MARK NEAL	3043277161	6/4/1999		
19980766	1998	LEWISBURG GAS DEPARTMENT	11416	505 ELLINGTON PARKWAY	LEWISBURG	MARSHALL	TN	37091						TN	0	0	0	33	34	10	9	0	0	0	86	328	0	0	1119	2247	0	0	0	0	0	3694	0	11	7	15	0	0	33	0	0	7	2	0	0	9	0	0	0	0	0	0	0	0	3	5	2	0	0	10	0	0	0	0	0	0	0	0	21	9	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	28	23	0	0	86	85	0	1432	11	2	2	0	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2195	42	8	2	0	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3627	53	10	4	0	3694	1	3	1	8	0	0	0	0	2	0	5	21	1	0	0		LAMARR HAISLIP	9313594016	6/4/1999		
19980767	1998	HAWKINS COUNTY UTILITY DIST	7170	202 PARK BOULEVARD	ROGERSVILLE	HAWKINS	TN	37857						TN	0	0	0	83	138	0	0	0	0	0	221	0	0	0	1278	4589	0	0	0	0	0	5867	0	34	27	22	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	10	4	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	37	26	0	0	221	120	0	1270	4	3	1	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4545	33	2	0	0	4580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5815	37	5	1	0	5858	8	12	24	23	2	2	1	1	0	2	1	2	23	0	1.2		PATRICK LUND	4232728841	6/4/1999	7/9/2003	
19980768	1998	HAZEN NATURAL GAS CO	7190	"PO BOX 564, 108 W FRONT STREET"	HAZEN	PRAIRIE	AR	72064						AR	0	0	1	24	12	0	0	0	0	0	37	0	0	0	252	261	0	0	0	3	0	516	0	10	15	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	3	0	0	0	7	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	37	0	4	243	5	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	3	0	0	0	23	9	204	1	0	0	0	214	7	17	0	0	0	0	24	4	0	0	0	0	0	4	0	0	0	0	0	0	0	31	477	9	0	0	0	517	0	1	0	2	0	0	0	0	0	1	0	5	0	0	4.55		BECKY SAYGER	5012554521	6/4/1999		
19980769	1998	FERRELLGAS	13772	6982 BARBOUR ROAD	WEST PALM BEACH	PALM BEACH	FL	33437	1 LIBERTY PLAZA	LIBERTY		MO	64068	FL	0	0	0	4	0	0	0	0	0	0	4	0	0	0	117	0	0	0	0	0	0	117	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	117	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	117	0	3	0	4	0	0	0	0	0	0	0	4	11	0	0		STEVEN L BEST	5618449717	6/4/1999		
19980770	1998	FERRELLGAS	13772	6982 BARBOUR ROAD	WEST PALM BEACH	PALM BEACH	FL	33437	1 LIBERTY PLAZA	LIBERTY		MO	64068	FL	0	0	0	3	0	0	0	0	0	0	3	0	0	0	158	0	0	0	0	0	0	158	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	158	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	158	0	5	0	0	0	0	0	0	0	0	0	2	7	0	0		STEVEN BEST	5618449717	6/4/1999		
