RPTID	YR        	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19930376	1993	HIBBING PUBLIC UTILITIES COMM	7250	1832 SIXTH AVENUE EAST	HIBBING	ST. LOUIS	MN	55746						MN	0	0	0	28	0	0	0	0	0	0	28	0	0	16	465	2302	0	0	212	0	0	2995	0	8	8	7	2	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	17	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	25	7	2	3	74	95	0	459	13	8	1	0	481	0	0	0	0	0	0	0	0	208	4	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2287	12	3	0	0	2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2954	29	11	1	0	2995	0	0	0	9	0	1	0	0	0	0	0	42	16	0	0		COREY L. LUBOVICH - DIRECTOR OF UTILITY OPERATIONS	2182637515	6/3/1994	
19930380	1993	"HICKMAN GAS DEPT, CITY OF"	7255	202 JACKSON ST	HICKMAN	FULTON	KY	42050						KY	0	0	0	20	4	0	0	0	0	0	24	0	0	0	772	60	0	0	0	0	0	832	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	24	100	0	772	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	832	0	14	2	0	0	0	0	0	0	12	0	0	2	0	4		TINA HAMIL	5022362535	6/3/1994	
19930464	1993	HIGH PLAINS NATURAL GAS CO	7265	411 S. SECOND P.O. BOX 777	CANADIAN	HEMPHILL	TX	79104						OK	9	0	0	0	3	0	0	0	0	0	12	120	16	0	0	49	0	0	0	0	0	185	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	10	0	136	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0			RIC TIMMONS - ADMINISTRATIVE ASSISTANT	8063236464	6/3/1994	
19930931	1993	HIGH PLAINS NATURAL GAS CO	7265	411 S. SECOND P.O. BOX 877	CANADIAN	HEMPHILL	TX	79104						TX	49	0	0	0	9	0	0	0	0	0	58	664	0	0	0	328	0	0	0	0	0	992	0	15	33	2	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	33	2	0	0	58	15	0	664	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	87	0	240	1	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	1	0	0	0	992	1	1	0	1	0	0	0	0	1	2	0	0	0	0	2		RIC TIMMONS - ADMINISTRATIVE ASSISTANT	8063236464	6/3/1994	
19930965	1993	HIGH PLAINS NATURAL GAS CO	7265	411 S. SECOND	CANADIAN	HEMPHILL	TX	79014						TX	0	0	22	0	17	0	0	0	0	0	39	0	0	1900	0	416	0	0	0	0	0	2316	0	10	10	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	5	0	8	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	2	0	0	39	15	0	1875	25	0	0	0	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	269	0	56	80	1	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200	105	1	0	0	2306	7	4	1	2	0	0	1	0	1	1	0	1	0	0	2.5		RICK TIMMONS - ADMINISTRATIVE ASST.	8063236464	6/3/1994	
19931011	1993	HIGH PLAINS NATURAL GAS CO	7265	"411 S. SECOND, P.O. BOX 777"	CANADIAN	HEMPHILL	TX	79014						TX	0	0	15	0	49	0	0	0	0	0	64	0	0	374	0	495	0	0	0	0	0	869	0	5	10	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	34	0	3	8	0	0	0	11	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	18	0	0	0	64	15	0	475	2	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	261	0	130	1	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	3	0	0	0	869	11	0	1	2	0	0	2	1	5	2	0	0	0	0	1.7		RICK TIMMONS - ADMINISTRATIVE ASSISTANT	8063236464	6/3/1994	
19930161	1993	"HIGH POINT, CITY OF, HOUSING AUTH OF"	7266	500 EAST RUSSELL ST PO BOX 1779	HIGH POINT	GUILFORD	NC	27261						NC	0	0	0	2	2	0	0	0	0	0	4	0	0	0	311	308	0	0	0	0	0	619	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	311	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		TIM WILLIAMS	9198872661	6/3/1994	
19930452	1993	HOBBS GAS CO	7285	110 SOUTH FOWLER	HOBBS	LEA	NM	88240						NM	0	0	60	120	110	0	0	0	0	0	290	0	0	300	10727	331	0	0	0	0	0	11358	0	110	18	52	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	94	14	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	33	52	0	0	290	0	0	10760	262	5	0	0	11027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	30	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11061	292	5	0	0	11358	39	10	5	57	0	0	2	12	3	6	4	11	0	0	0		"C.C. MATTHEWS, JR. - PRESIDENT"	5053935105	6/3/1994	
19930855	1993	HITCHITA PUBLIC WORKS AUTH	7291	PO BOX 109	HITCHITA	MCINTOSH	OK	74438						OK	0	0	0	0	35	0	0	0	0	0	35	0	0	0	0	222	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	35	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		KAREN SHULANBERGER	9184663597	6/3/1994	1/28/1997
19931595	1993	"HOHENWALD NATURAL GAS SYSTEM, CITY OF"	7310	118 WEST LINDEN AVENUE	HOHENWALD	LEWIS	TN	38462						TN	0	0	0	35	25						60				1189	794						1983	0	17	18				35			0				0			0				0			0				0			0				0			21	4			25				0			0				0			0		0	0	0			0		17	39	4			60	0	0	1181	7	1			1189				0			0				0			0				0			0				0			0		794	0	0			794		0					0		0					0		0					0		1975	7	1			1983	0		0		0		0		0		0		0	0	1		WAYNE DYE	6157962231	9/14/1994	
19931380	1993	HOLLY SPRINGS MUNICIPAL GAS	7325	POST OFFICE DRAWER 520	HOLLY SPRINGS	MARSHALL	MS	38635						MS	0	0	0	12	14	35	0	0	0	0	61	0	0	0	76	1783	5	0	0	0	0	1864	0	2	3	7	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	25	9	0	0	47	70	0	53	12	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	0	1763	20	0	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	34	3	0	0	1853	6	13	1	1	5	2	1	6	14	3	2	1	0	0	6.54		JOE HERRING - ASST. SUPT	6012524411	6/3/1994	
19930662	1993	"HOLYOKE GAS & ELECTRIC DEPT, CITY OF"	7330	70 SUFFOLK ST	HOLYOKE	HAMPDEN	MA	1040						MA	0	8	0	73	2	67	8	0	0	0	158	4506	1658	0	1863	517	0	0	14	0	0	8558	0	19	14	38	9	1	81	0	3	4	1	0	0	8	0	0	0	0	0	0	0	0	0	30	30	5	2	67	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	49	70	14	3	158	90	0	1913	5689	389	36	0	8027	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	82	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2348	5785	389	36	0	8558	0	4	0	0	4	4	0	0	5	11	2	0	40	0	3		CHARLES HALLER	4135369346	6/3/1994	
19931242	1993	HONESDALE GAS CO	7340	350 ERIE STREET	HONESDALE	WAYNE	PA	18431						PA	0	0	0	27	42	1	0	0	0	0	70	200	919	3	0	1373	0	0	14	0	0	2509	0	18	7	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	32	10	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	18	2	0	0	70	52	0	623	501	3	0	0	1127	0	0	0	0	0	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	1259	109	0	0	0	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1896	610	3	0	0	2509	15	8	2	17	0	2	2	2	0	2	1	7	5	0	3		FRANCIS P BIFANO	7172532313	6/3/1994	
19931080	1993	"HOOSIER GAS CORP (NOW SIGECO, HOOSIER DIV)"	7345	609 BUSSERON STREET	VINCENNES	KNOX	IN	47591	20 N. W. FOURTH STREET	EVANSVILLE		IN	47741	IN	182	0	0	389	153	0	0	0	0	0	724	397	0	4891	18043	4180	0	0	0	0	0	27511	0	233	220	98	20	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	65	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	285	98	20	0	724	100	0	17579	5710	41	1	0	23331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3469	704	7	0	0	4180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21048	6414	48	1	0	27511	408	175	0	0	0	0	0	0	0	0	0	0	187	0	1.64		WILLIAM C. YOUNG	8124644618	6/3/1994	
19930757	1993	HOPE GAS INC	7348	"P.O. BOX 2868, UNION NATIONAL CENTER"	CLARKSBURG	HARRISON	WV	26301						WV	6	0	1577	287	721	0	0	0	0	0	2591	0	0	43219	16184	44564	0	0	0	0	0	103967	0	602	805	398	54	11	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	243	38	2	0	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	1048	436	56	11	2587	0	27474	5170	24972	1638	1	0	59255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27535	17062	114	1	0	44712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27474	32705	42034	1752	2	0	103967	3718	794	44	33	26	21	36	94	61	125	145	234	1667	10	4		MICHELLE SHEPPARD	3046238657	6/3/1994	7/26/1995
19930395	1993	"HORNBECK GAS DEPT, CITY OF"	7360	P.O. BOX 129 HWY 171	HORNBECK	VERNON PARISH	LA	71439						LA	0	0	0	80	2	0	0	0	0	0	82	0	0	0	820	42	0	0	0	0	0	862	0	40	36	4	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	36	4	0	0	82	20	0	795	25	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	25	0	0	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01		WILLIAM R. MOATS - GAS SUPERVISOR	3185654659	6/3/1994	
19931278	1993	HORTON HIGHWAY UTILITY DISTRICT	7365	102 MAIN STREET	CHAPEL HILL	MARSHALL	TN	37034						TN	0	0	0	35	21	0	0	0	0	0	56	0	0	0	425	476	0	0	0	0	0	901	0	0	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	37	0	0	0	55	0	0	425	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	901	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2		W.P. WARNER	6153642283	6/3/1994	
19930303	1993	ORLANDO HOUSING AUTH	7510	300 REEVES COURT	ORLANDO	ORANGE	FL	32801						FL	0	0	0	1	11	0	0	0	0	0	12	0	0	0	52	1118	0	0	0	0	0	1170	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	52	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	1170	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0		RAY CORNELL	4078961191	6/3/1994	
19931740	1993	"PENSACOLA, HOUSING AUTH OF"	7515	1920 WEST GARDEN STREET	PENSACOLA	ESCAMBIA	FL	32501	P.O. BOX 18370	PENSACOLA		FL	32523	FL	0	2	0	0	3	1					6		118	0	120	430	98					766	0	1	1				2			0				0		0	0				0		0	1				1		1	1				2		1	0				1		0	0				0		0	0				0		0	0				0		3	3				6	0	0	70	168	0			238				0			0				0			0		98		0			98		0	231	141			372		14	44	0			58		0					0		0					0		0					0		182	443	141			766	0	2	1	0		0		1		16		22	0	0	0		JOSEPH M. ROGERS	9044388561	10/5/1994	
19930269	1993	"ST PETERSBURG HOUSING AUTH, CITY OF"	7535	325 MARTIN LUTHER KING STREET SO.	SAINT PETERSBURG	PINELLAS	FL	33705						FL	0	0	0	2	0	0	0	0	0	0	2	0	0	0	446	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0		KEVIN HORRIGAN	8138212211	6/3/1994	
19931269	1993	HOWARD MUNICIPAL GAS SYSTEM	7610	110 N PINE  BOX 335	HOWARD	ELK	KS	67349						KS	0	0	0	3	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	8	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	16	15	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	7	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	7	0	0	0	598	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0		FRANCIS R MORGAN	3163742501	6/3/1994	
19931143	1993	HUDSON NATURAL GAS CO INC	7629	2810 W. FRANK  P.O. BOX 050306	LUFKIN	ANGELINA	TX	75901						TX	0	0	0	0	21	0	0	0	0	0	21	0	0	0	0	265	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	22	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	1	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	1	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3		JAMES ALBERTY	4096321440	9/12/1994	
19931268	1993	"HUDSON MUNICIPAL GAS SYSTEM, CITY OF"	7630	"BOX 73, 104 NORTH VIEW"	HUDSON	STAFFORD	KS	67545						KS	0	0	0	7	0	0	0	0	0	0	7	0	0	0	111	0	0	0	0	0	0	111	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	15	0	1	110	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	110	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DUANE HANSON- GAS SUPT.	3164584201	6/3/1994	
19930392	1993	HULBERT PUBLIC WORKS AUTH	7637	MAIN & BROADWAY	HULBERT	CHEROKEE	OK	74441						OK	0	0	0	12	136	0	0	0	0	0	148	0	0	0	0	1320	0	0	0	0	0	1320	0	0	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	10	10	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	10	22	0	0	147	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	2	0	0	0	0	0	0	0	5		ROBBIE VAUGHN	9187722503	6/3/1994	
19931267	1993	HUMBOLDT CITY GAS DEPT	7645	701 BRIDGE STREET	HUMBOLDT	ALLEN	KS	66748						KS	0	0	0	0	28	0	0	0	0	0	28	0	0	0	0	1043	0	0	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	1	0	0	28	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	8	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	8	0	0	0	1043	0	0	0	5	1	0	0	0	0	4	0	11	0	0	0		GAIL R. FOSTER	3164732651	6/3/1994	
19930685	1993	HUMBOLDT UTILITIES - GAS DEPT	7650	"207 S. 13TH AVE., PO BOX 850"	HUMBOLDT	GIBSON	TN	38343						TN	0	0	3	75	32	0	0	0	0	0	110	0	0	508	2330	582	0	0	0	635	0	4055	0	16	50	12	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	59	12	0	0	110	77	0	2788	40	10	0	0	2838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	7	3	0	0	582	0	0	0	0	0	0	0	0	635	0	0	0	0	635	0	0	0	0	0	0	0	0	3995	47	13	0	0	4055	31	15	3	5	0	0	234	648	7	12	0	0	60	0	0		GREG HALL	9017849212	6/3/1994	
19930825	1993	HUMPHREYS COUNTY UTILITY DISTRICT	7655	304 NORTH CHURCH STREET  PO BOX 519	WAVERLY	HUMPHREYS	TN	37185						 	0	0	0	132	164	0	0	0	0	0	296	0	0	0	1199	3768	0	0	0	0	0	4967	0	42	34	56	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	9	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	43	56	0	0	296	181	0	1180	6	11	2	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3760	8	0	0	0	3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4940	14	11	2	0	4967	0	6	0	5	2	2	3	25	0	44	0	3	1	0	2		JIM FIELDS	6152963204	6/3/1994	
19931081	1993	"HUNTINGBURG GAS SYSTEM, CITY OF"	7670	511 FOURTH ST	HUNTINGBURG	DUBOIS	IN	47542						IN	0	0	0	62	12	0	0	0	0	0	74	0	0	0	2120	323	0	0	0	0	0	2443	0	30	19	13	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19	13	0	0	74	120	0	1900	218	2	0	0	2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2223	218	2	0	0	2443	8	5	1	2	0	0	0	0	0	0	0	11	5	0	4		NOEL T KING	8126833219	6/3/1994	
