RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC	
19990488	1999	LAURENS COMMISSION OF PUBLIC WORKS	11264	212 CHURCH STREET P.O. BO	LAURENS	LAURENS	SC	29360						SC	0	0	0	182	194	0	0	0	0	0	376	0	0	0	3080	4187	0	0	0	0	0	7267	0	74	23	41	44	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	51	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	74	41	44	0	376	0	0	3076	1	2	1	0	3080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4185	2	0	0	0	4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7261	3	2	1	0	7267	0	23	0	0	0	0	0	2	0	0	0	0	0	0	9		RAYMOND R. CRAFT - NATURAL GAS SUPERINTENDENT	8649840481	3/2/2000	3/2/2000	
19990551	1999	LAWRENCE - COLBERT CITY GAS DISTRICT	11312	P.O. BOX 847 WAY 2711 ALA	TOWN CREEK	LAWRENCE	AL	35672						AL	0	0	0	3	64	17	0	0	0	0	84	307	0	0	0	1274	0	0	0	0	0	1581	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	17	0	0	0	0	0	0	0	0	6	58	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	62	0	0	0	84	125	0	302	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	1	0	0	0	1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580	1	0	0	0	1581	20	3	0	3	0	0	0	0	0	0	0	0	0	0	0.05		DAN SIMMONS - MANAGER/SUPT	2566852708	3/2/2000		
19990936	1999	LAWRENCEBURG GAS CO	11288	139 EAST FOURTH ST	CINCINNATI	HAMILTON	OH	45202	230 WEST HIGH ST	LAWRENCEBURG	DEARBORN	IN	47025	IN	17	0	0	104	30	1	0	0	0	0	152	242	0	0	1812	3737	0	0	24	271	0	6086	0	42	49	30	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	18	10	2	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	32	0	0	152	65	0	1644	393	14	3	0	2054	0	0	0	0	0	0	0	0	16	8	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3572	158	6	1	0	3737	0	0	0	0	0	0	0	271	0	0	0	0	0	271	0	0	0	0	0	0	0	271	5232	559	20	4	0	6086	1	4	4	31	2	24	0	1	1	2	0	3	4	0	2.66		SUSAN M GILB	5132872752	3/20/2000		
19990498	1999	"LAWRENCEBURG GAS DEPT, CITY OF"	11296	2006 REMKE AVE	LAWRENCEBURG	LAWRENCE	TN	38464	PO BOX 590	LAWRENCEBURG		TN	38464	TN	0	0	0	141	163	0	0	0	0	0	304	0	0	0	994	4915	0	0	0	0	0	5909	0	102	14	25	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	72	4	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	86	29	0	0	304	100	0	709	283	2	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4858	57	0	0	0	4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	340	2	0	0	5909	3	3	2	11	0	0	1	3	17	53	0	0	0	0	0		ROSA LIND UMPHREY	9317626021	3/2/2000		
19990728	1999	"LAWRENCEVILLE, CITY OF"	11320	P.O. BOX 2200	LAWRENCEVILLE	GWINNETT	GA	32046						GA	0	0	0	128	746	1	0	0	0	0	875	0	0	0	3229	21650	0	0	0	0	0	24879	0	58	28	42	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	411	325	10	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	354	52	0	0	875	100	0	3157	71	1	0	0	3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21505	144	1	0	0	21650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24662	215	2	0	0	24879	1	0	77	239	1	0	3	5	8	0	0	262	75	0	4.4		VICTORIA A. WIDAWSKI	7709626688	3/13/2000		
19991397	1999	LEANN GAS CO	26315	P.O. BOX 420	OCHELATA	WASHINGTON	OK	74051						OK	26	0	0	0	107	0	0	0	0	0	133	835	0	0	0	1380	0	0	0	0	0	2215	0	19	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	5	0	0	0	52	0	42	11	0	0	0	53	0	5	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	20	0	0	0	133	0	0	830	5	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	695	0	680	5	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205	10	0	0	0	2215	89	9	4	6	4	1	0	0	8	2	30	10	0	0	7.36		MIKE D JONES	9185352981	4/27/2000		
19990260	1999	"LEBANON GAS DEPT, CITY OF"	11336	200 CASTLE HEIGHTS AVENUE	LEBANON	WILSON	TN	37087						TN	0	0	0	81	106	0	0	0	0	0	187	0	0	0	1335	4152	0	0	0	0	0	5487	0	39	13	29	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	29	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	42	29	0	0	187	60	0	1306	28	1	0	0	1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4049	102	1	0	0	4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5355	130	2	0	0	5487	4	1	0	0	1	1	2	0	1	0	0	0	2	0	2		DON COZART - GAS ENGINEER	6154443647	2/11/2000	2/15/2000	
19990364	1999	"LEESBURG, CITY OF"	11352	223 S 5TH STREET	LEESBURG	LAKE	FL	34748						FL	0	0	0	203	0	0	0	0	0	0	203	0	0	0	8566	0	0	0	0	0	0	8566	0	151	30	22	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	30	22	0	0	203	100	0	8525	39	2	0	0	8566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8525	39	2	0	0	8566	0	1	0	3	0	0	0	0	0	0	0	40	0	0	0		LARRY MANTOR	3527289840	2/22/2000		
19991497	1999	"LEFORS GAS DEPT, CITY OF"	11360	101 N COURT PO BOX 383	LEFORS	GRAY	TX	79054						TX	4	6	0	1	6	0	0	0	0	0	17	232	0	0	0	83	0	0	0	0	0	315	0	6	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	17	10	0	232	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	315	0	0	0	0	0	0	4	6	0	0	0	0	10	0	9.8		BRUCE WITHERS	8068352200	1/10/2001		
19990172	1999	LEITCHFIELD GAS SYSTEM UTILITIES	11368	314 WEST WHITE OAK STREET	LEITCHFIELD	GRAYSON	KY	42754						KY	0	0	0	38	42	0	0	0	0	0	80	0	0	0	453	1625	0	0	0	0	0	2078	0	5	1	32	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	19	32	0	0	80	0	0	446	4	3	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	39	1	0	0	1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2031	43	4	0	0	2078	0	0	1	7	0	0	0	0	0	2	1	17	1	0	3		JIMMY WELLS	2702593541	2/7/2000	2/15/2000	
19991429	1999	LENOIR CITY UTILITIES BOARD	11376	200 DEPOT STREET	LENOIR CITY	LOUDON	TN	37771						TN	0	0	0	38	106	0	0	0	0	0	144	0	0	0	1484	2496	0	0	0	0	0	3980	0	29	6	3	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	27	15	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	33	18	0	0	144	150	0	1466	12	6	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2492	4	0	0	0	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3958	16	6	0	0	3980	0	2	8	26	0	0	0	0	0	16	0	0	0	0	0		MIKE STRANGE - GAS ENGINEER	8659880708	5/30/2000		
19991347	1999	LENOX MUNICIPAL GAS SYSTEM	11384	200 S MAIN	LENOX	TAYLOR	IA	50851						IA	0	0	0	30	0	0	0	0	0	0	30	0	0	0	525	0	0	0	0	0	0	525	0	8	21	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	1	0	0	30	100	0	522	0	0	0	0	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0		unaccounted for gas is negative 6	PATRICIA MARSHALL	5153332228	4/5/2000	5/3/2000	
19991422	1999	LEONVILLE GAS SYSTEM	11392	3722 HWY 31	LEONVILLE	ST. LANDRY	LA	70551	P.O. BOX 57	LEONVILLE		LA	70551	LA	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	359	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	2	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	2	0	0	0	359	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		BOBBY DEGUEYTER - TOWN MANAGER	3188792601	5/10/2000		
19990361	1999	LEVAN TOWN	30508	21 EAST 100 NORTH	NEPHI	JUAB	UT	84648	20 NORTH MAIN	LEVAN	JUAB	UT	84639	UT	0	0	0	11	15	0	0	0	0	0	26	0	0	0	0	267	0	0	0	0	0	267	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	26	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	1	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	1	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		KIM HALL	4356234914	2/22/2000	2/15/2001	
19990640	1999	LEWISBURG GAS DEPARTMENT	11416	505 ELLINGTON PARKWAY	LEWISBURG	MARSHALL	TN	37091						TN	0	0	0	32	38	9	9	0	0	0	88	317	0	0	1099	2398	0	0	0	0	0	3814	0	11	6	15	0	0	32	0	0	7	2	0	0	9	0	0	0	0	0	0	0	0	2	5	2	0	0	9	0	0	0	0	0	0	0	0	23	10	5	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	28	24	0	0	88	99	0	1403	9	2	2	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	46	9	3	0	2398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3743	55	11	5	0	3814	0	0	5	7	0	0	2	0	0	0	5	26	0	0			LAMARR HAISLIP	9313594016	3/9/2000		
19990383	1999	LEWISPORT NATURAL GAS SYSTEM	11410	"CITY HALL, PO BOX 22, 405"	LEWISPORT	HANCOCK	KY	42351						KY	0	0	0	36	50	0	0	0	0	0	86	0	0	0	750	420	0	0	0	0	0	1170	0	15	21	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	21	0	0	0	86	0	0	741	6	3	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	9	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	15	3	0	0	1170	0	0	0	0	0	0	0	0	5	17	0	0	22	0	1.3		TIM D THOMPSON	5022953324	2/22/2000		
19991318	1999	"LEXINGTON GAS DEPT, CITY OF"	11456	711 TALBERT BLVD	LEXINGTON	DAVIDSON	NC	27292	28 W CENTER STREET	LEXINGTON	DAVIDSON	NC	27292	NC	0	0	0	141	138	0	0	0	0	0	279	0	0	51	3332	4647	0	0	0	0	0	8030	0	69	40	32	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	44	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	84	32	0	0	279	106	0	3160	16	1	1	0	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4664	150	38	0	0	4852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7824	166	39	1	0	8030	10	16	4	36	0	0	0	0	0	0	5	6	66	0	0.79		"CHRIS SMITH, SUPERINTENDENT"	3362483970	3/31/2000		
19990785	1999	LEXINGTON GAS SYSTEM	11448	50 MONROE AVE	LEXINGTON	HENDERSON	TN	38351						TN	0	0	0	104	337	0	0	0	0	0	441	0	0	0	1435	7610	0	0	0	0	0	9045	0	29	32	25	18	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	49	4	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	81	29	18	0	441	150	0	1419	13	3	0	0	1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7574	32	4	0	0	7610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8993	45	7	0	0	9045	1	0	28	116	0	5	0	60	0	1	2	1	2	0	2.04		JEFF GROSS	9019682917	3/15/2000		
19990890	1999	LIBERAL MUNICIPAL GAS SYSTEM	11468	144 S MAIN	LIBERAL	BARTON	MO	64762						MO	0	0	0	11	0	0	0	0	0	0	11	0	0	0	333	3	0	0	0	0	0	336	0	3	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	11	60	0	333	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		G.S. FUSE	3162622685	3/17/2000		
19991120	1999	"LIBERTY GAS SYSTEM, CITY OF"	11472	P.O. BOX 127 (COURTHOUSE 	LIBERTY	CASEY	KY	42539						KY	0	2	0	13	18	0	0	0	0	0	33	0	13	0	58	645	0	0	0	0	0	716	0	2	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	0	0	33	0	0	71	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	716	0	4	0	0	2	3	0	0	4	15	0	0	0	0	1.4		GERALD G WILSON - PUBLIC WORKS SUPT	6067875511	3/22/2000		
19990661	1999	"LIBERTY MUNICIPLE SYSTEM, TOWN OF"	11480	BOX 301  160 CLINIC DRIVE	LIBERTY	AMITE	MS	39645						MS	0	0	0	43	2	0	0	0	0	0	45	0	0	0	343	0	0	0	0	0	0	343	0	24	19	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	19	0	0	0	45	0	0	337	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	6	0	0	0	343	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0.04		BRENDA HARVEY	6016578071	3/10/2000	7/31/2000	
19990078	1999	"LINDEN NATURAL GAS SYSTEM, TOWN OF"	11520	216 EAST MAIN ST   BOX 46	LINDEN	PERRY	TN	37096						TN	0	0	0	31	90	0	0	0	0	0	121	0	0	0	356	694	0	0	0	0	0	1050	0	13	18	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	34	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	52	0	0	0	121	0	0	354	2	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692	2	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	4	0	0	0	1050	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1		GAIL MOORE - CITY RECORDER	9315892736	1/28/2000	8/3/2000	
19990505	1999	LINEVILLE NATURAL GAS SYSTEM	11529	1717 MAIN ST	UNIONVILLE	PUTNAM	MO	63565	PO BOX 206	UNIONVILLE	PUTNAM	MO	63565	IA	0	0	0	6	1	0	0	0	0	0	7	0	0	0	108	84	0	0	0	0	0	192	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	60	0	108	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	192	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0		LINDA VALENTINE- OFFICE MANAGER	8169473316	3/8/2000		
19990935	1999	LINTON MUNICIPAL GAS	11536	86 SOUTH MAIN STREET	LINTON	GREENE	IN	47441						IN	1	0	0	3	65	0	0	0	0	0	69	0	0	14	74	2623	0	0	0	0	0	2711	0	3	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	29	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	29	1	0	0	69	30	0	0	85	3	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2620	1	2	0	0	2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2620	86	5	0	0	2711	0	0	0	0	0	0	1	4	0	0	0	33	0	0	4.9		BRENT SLOVER	8128474971	3/20/2000		
19990516	1999	"LITTLE RIVER MUNICIPAL SYSTEM, CITY OF"	11560	BOX 126 320 MAIN ST	LITTLE RIVER	RICE	KS	67457						KS	0	0	0	3	1	0	0	0	0	0	4	0	0	0	252	44	0	0	0	0	0	296	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	0	252	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	296	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2.5		SUE PETERS	3168976260	3/1/2000		
19991472	1999	"LIVE OAK GAS DEPT, CITY OF"	11576	101 S.E. WHITE AVENUE	LIVE OAK	SUWANNEE	FL	32060						FL	0	0	0	33	13	0	0	0	0	0	46	0	0	0	1475	287	0	0	0	0	0	1762	0	17	16	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0	0	0	46	75	0	1467	8	0	0	0	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	2	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1752	10	0	0	0	1762	0	0	0	2	0	0	8	18	9	16	0	0	0	0	0		WILLARD HEWLETT	9043622276	6/26/2000		
19990657	1999	LIVINGSTON GAS DEPARTMENT	11600	301 MCHENRY CIRCLE	LIVINGSTON	OVERTON	TN	38570						TN	0	0	0	43	38	0	0	0	0	0	81	0	0	0	729	814	0	0	0	0	0	1543	0	0	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	81	135	0	628	101	0	0	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442	101	0	0	0	1543	10	4	0	0	4	0	0	0	0	0	0	0	4	0	2.28		HOSEA WINNINGHAM  - MAYOR	9318231269	3/10/2000		
